axis,mean,std,skew,kurt,rms,pp,crest,margin,impulse,shape,max,fault,severity,seq,rpm
mic,0.01124331066359772,0.13485275464195895,0.6508303697208954,0.33569003542821285,0.13532035805614984,1.6394199999999999,6.6115698543212655,9.642464783097992,8.266900840016921,1.2503688264919028,0.74474,horizontal-misalignment,0.5mm,13.5168.csv,796.1520497871558
ax,0.030773762511007358,1.0982546392233772,-0.4025229933131532,-0.8545373236352782,1.0986833638631892,6.0226,3.9008509102479487,5.0931981098684185,4.53027300379768,1.161355075605728,1.7368,horizontal-misalignment,0.5mm,14.5408.csv,851.1254955880715
ay,1.0049639931559349,0.5328873129341123,0.5199983071288914,0.5586489003424209,1.1375061780053766,4.30582701009734,3.786559162654963,4.650185563959419,4.285958969909637,1.131887496220848,4.307234440902886,horizontal-misalignment,0.5mm,14.5408.csv,851.1254955880715
az,0.001508554865905554,0.06232917603728515,-0.10713587908930342,0.11499817809594415,0.062347296318179854,0.63272,5.163656148889419,7.653647218619587,6.484880944987571,1.2558700188397163,0.32194,horizontal-misalignment,0.5mm,14.5408.csv,851.1254955880715
bx,0.054007111835067026,0.8046552040790275,0.2512540815152556,-0.07208958275305566,0.8064638893394204,5.0586,3.5968132465000777,5.345070735637223,4.51716440822451,1.2558796074886545,2.9007,horizontal-misalignment,0.5mm,14.5408.csv,851.1254955880715
by,0.6445911897779139,0.48639664098149626,0.9973740767017731,0.797104492035241,0.8075137680112833,2.900809198460409,3.592634511095488,5.288396084340236,4.500684894780569,1.252753343230618,2.901101831142092,horizontal-misalignment,0.5mm,14.5408.csv,851.1254955880715
bz,0.014630981836823018,0.21169590633089447,0.22375007205722577,-0.16589289518080497,0.21220045074817773,1.5118,3.7765706772745014,5.579127216925503,4.7252357822635025,1.2511974979569667,0.80139,horizontal-misalignment,0.5mm,14.5408.csv,851.1254955880715
mic,0.01892853067466752,0.147963055749283,0.6431611978307692,0.4279814382436289,0.14916856836980544,2.39532,10.677182313981321,15.718701895227156,13.427493800609293,1.2575877610543893,0.80262,horizontal-misalignment,0.5mm,14.5408.csv,851.1254955880715
ax,0.0023657961969106756,0.9525056325923351,-0.39578287786919875,-0.8521593865286419,0.9525065328165371,5.1741,3.8284251859324243,4.998116137847804,4.4484322892928185,1.1619483399175763,1.5275,horizontal-misalignment,0.5mm,15.36.csv,902.2052301871729
ay,0.8799831619706142,0.4676555604317825,0.5601241075312953,0.7352234230284518,0.9965295543856576,3.694287346328852,3.7085709249816374,4.55786283459276,4.199740052984071,1.1324416164441737,3.695700531279557,horizontal-misalignment,0.5mm,15.36.csv,902.2052301871729
az,0.0013535053450848924,0.06524521796846094,-0.09273812023540966,0.1788437557514193,0.06525911606585605,0.85327,7.600930412533213,11.296324638218934,9.562745460426235,1.2581019613938544,0.35724,horizontal-misalignment,0.5mm,15.36.csv,902.2052301871729
bx,-0.027894906582313413,0.8390997104400507,0.18229062581339503,-0.18984407141172177,0.8395614552788461,5.710100000000001,3.7470753096390577,5.445880983854631,4.6427231796155155,1.2390258524221474,3.1459,horizontal-misalignment,0.5mm,15.36.csv,902.2052301871729
by,0.6800542458016207,0.494133898606171,0.8825428114027775,0.4795793247115667,0.8406194395958937,3.1473839972664983,3.744345617803308,5.393727693857563,4.628409769254405,1.2361064500156238,3.1475697148911572,horizontal-misalignment,0.5mm,15.36.csv,902.2052301871729
bz,-0.010712674954571254,0.21542676499024135,0.2117774850844676,-0.19691492171210578,0.21569249848640598,1.61128,3.8185843540215187,5.548846465915896,4.726841829427388,1.2378518820592095,0.82364,horizontal-misalignment,0.5mm,15.36.csv,902.2052301871729
mic,0.02024993659276876,0.152445764266954,0.445708855962461,0.6174295243014174,0.15378449705954111,2.13077,7.836940803814444,11.662634364777823,9.920724284722567,1.2658924614938896,0.92557,horizontal-misalignment,0.5mm,15.36.csv,902.2052301871729
ax,0.004002473944891972,0.9229451955772192,-0.3693169670337007,-0.9150046150145297,0.9229519452787844,4.926,3.7052850015577183,4.816898340382527,4.292399703867255,1.1584533179128491,1.5062,horizontal-misalignment,0.5mm,16.384.csv,949.9196764545711
ay,0.8594007534850897,0.4451069029726532,0.5014043534697675,0.5515736273927234,0.9678269380654129,3.4586178316534775,3.5761039472564273,4.353181181715078,4.027282637862934,1.1261648702780713,3.4610497334768247,horizontal-misalignment,0.5mm,16.384.csv,949.9196764545711
az,0.0013750809989567002,0.06952797756833003,-0.06657181122802276,0.19310027835289434,0.06954142870509161,0.7189,5.1905749812927215,7.743495154488221,6.545470964207834,1.2610300376737211,0.36096,horizontal-misalignment,0.5mm,16.384.csv,949.9196764545711
bx,0.007317656417203568,0.9054874887274049,-0.048884296831008346,-0.274769494660815,0.9055151645430358,5.4719,3.1684726135402475,4.69583642971403,3.960670487064467,1.250025160431817,2.8691,horizontal-misalignment,0.5mm,16.384.csv,949.9196764545711
by,0.7272479272812735,0.5416689769908141,0.8038738378698967,-0.028104281667718833,0.9068040593031602,2.869286052488873,3.164239360693203,4.643094166392419,3.945484049174434,1.2468981007524285,2.8693450968834333,horizontal-misalignment,0.5mm,16.384.csv,949.9196764545711
bz,0.005081309469137985,0.2578169331117705,-0.01928483925629241,-0.2517255983889033,0.2578664632515843,1.83846,3.642699357471522,5.287419536086084,4.511736913510062,1.2385696624279632,0.89913,horizontal-misalignment,0.5mm,16.384.csv,949.9196764545711
mic,0.01398162286456836,0.12849957524703765,0.7140943488458439,0.21849470232607215,0.12925771774922049,0.90036,4.823464400088094,6.877694872512844,5.95215450671188,1.2339998832795722,0.62347,horizontal-misalignment,0.5mm,16.384.csv,949.9196764545711
ax,0.02819064342509226,1.0378544311184459,-0.3933264202021653,-0.8859061551997662,1.0382350306211898,5.4372,3.5441878683272576,4.619618000353279,4.110741473242887,1.1598542814218884,1.7575,horizontal-misalignment,0.5mm,17.408.csv,983.8366668795256
ay,0.9584895300480697,0.4943768466147127,0.509577062213338,0.5103895325850494,1.0784755965766044,3.7286995851248137,3.457977601933267,4.1999062171946795,3.8908557060675286,1.1251824488083007,3.7293444571935157,horizontal-misalignment,0.5mm,17.408.csv,983.8366668795256
az,0.0012738494300364846,0.0729516409879949,-0.050386237469191394,0.15362656819652676,0.07296260765622523,0.91833,6.470026430856636,9.633846206276056,8.145313842251262,1.2589305359565304,0.44626,horizontal-misalignment,0.5mm,17.408.csv,983.8366668795256
bx,-0.028566283407476155,1.5789514444517256,0.20783580497032328,-0.9116989036028613,1.5792064958785768,7.855700000000001,2.899874089899965,3.8612750089365866,3.4037675837696,1.1737639215525448,4.5795,horizontal-misalignment,0.5mm,17.408.csv,983.8366668795256
by,1.347363729817404,0.8250793072371169,0.34323675717207175,-0.4905822572325169,1.5799183541160065,4.579028706551278,2.8991306981086846,3.843789707043709,3.39951989173985,1.1725997361752631,4.5803898009230615,horizontal-misalignment,0.5mm,17.408.csv,983.8366668795256
bz,-0.01648702169523089,0.5163728081609968,0.13018008265061848,-1.0872071981190479,0.5166348532888335,2.6071,2.917147363183084,3.7552053947609525,3.3588250007177947,1.1514073793833879,1.5071,horizontal-misalignment,0.5mm,17.408.csv,983.8366668795256
mic,0.011839862891265283,0.13133037225108568,0.72824675828536,0.22880326585887678,0.13186271691457707,0.94224,4.93907614858194,7.046434572185985,6.094603458060126,1.2339561640105405,0.65128,horizontal-misalignment,0.5mm,17.408.csv,983.8366668795256
ax,0.015005568064726724,0.999101669959329,-0.384943051524117,-0.8719219950106356,0.9992122707765233,5.5348,3.7926876108665977,4.947383261543092,4.403294209946111,1.1609957533359818,1.7451,horizontal-misalignment,0.5mm,18.8416.csv,1085.0664354502114
ay,0.926441625973963,0.4776987713058268,0.5465789842173354,0.6476729323148924,1.0423479521197563,3.8232501718749687,3.6701563867867772,4.454819212839652,4.129326539818017,1.1251091519381393,3.8255799937264414,horizontal-misalignment,0.5mm,18.8416.csv,1085.0664354502114
az,0.0013360486847737295,0.08055617807706315,-0.023180369650421473,0.3480809074424447,0.080567089192584,1.2129500000000002,8.075009368215879,12.127842814570164,10.226323340652414,1.2664162819308102,0.56237,horizontal-misalignment,0.5mm,18.8416.csv,1085.0664354502114
bx,-0.00871416768918477,0.8643271339467088,0.29000556265261546,0.2489340472968764,0.8643692636119377,6.2156,4.265885143337801,6.492136429794369,5.436629224685229,1.274443413736965,3.6873,horizontal-misalignment,0.5mm,18.8416.csv,1085.0664354502114
by,0.6807959832783441,0.5343040622654707,1.107885243452898,1.2136660578052725,0.8654263772128995,3.68862019526065,4.262573319277815,6.424049341789704,5.418573957418217,1.2711978308765506,3.6889433853069633,horizontal-misalignment,0.5mm,18.8416.csv,1085.0664354502114
bz,0.0013009684996695785,0.21778260997240173,0.4679466683532518,0.46120613340947436,0.21778604282351124,1.8244099999999999,5.049451221679854,7.61589637952935,6.414584164890301,1.2703527340454819,1.0997,horizontal-misalignment,0.5mm,18.8416.csv,1085.0664354502114
mic,0.014310337249549953,0.13471976821426312,0.7396624427523862,0.2842405235394878,0.1354774011023333,0.9682999999999999,4.952265060747794,7.100109327996019,6.130906363591397,1.2380004479537343,0.67092,horizontal-misalignment,0.5mm,18.8416.csv,1085.0664354502114
ax,0.0003665721879958514,0.9352008574775219,-0.3859084985132704,-0.864118825143585,0.9351989579263442,5.0956,3.792027322039964,4.953544917673253,4.406948075542489,1.1621614775633318,1.5493,horizontal-misalignment,0.5mm,19.6608.csv,1133.6630181848384
ay,0.872453361332084,0.45061952466992394,0.574302658919846,0.762765251881873,0.9819531392209747,3.579775537253954,3.648530720153024,4.4307774016492845,4.106450101502606,1.1255078870023536,3.5826861941984256,horizontal-misalignment,0.5mm,19.6608.csv,1133.6630181848384
az,0.0011332825402031257,0.08515478681373381,-0.0009595221316837354,0.22190449597005601,0.08516214813602611,0.84007,5.0361576050776815,7.536533393271199,6.362653440077293,1.263394424682456,0.41118,horizontal-misalignment,0.5mm,19.6608.csv,1133.6630181848384
bx,0.07176357992008196,0.8665246952564465,-0.07157334337230327,-0.2700537259349445,0.8694894440205638,5.8532,3.7105683366107622,5.359625982306811,4.580631574737473,1.2344824725479728,3.2263,horizontal-misalignment,0.5mm,19.6608.csv,1133.6630181848384
by,0.7067535454034871,0.5080781692219082,0.8375177941791513,0.290918728036611,0.8704268560044498,3.2271471236733618,3.707886639429407,5.307457501275686,4.566576469222929,1.2315847039826608,3.2274441099794435,horizontal-misalignment,0.5mm,19.6608.csv,1133.6630181848384
bz,0.023678869711159855,0.25327928046706844,-0.10205854729082756,-0.2508728014754018,0.25438319977583346,1.8246699999999998,3.606881275212129,5.257698243514546,4.4743096383392045,1.2404926297653256,0.90714,horizontal-misalignment,0.5mm,19.6608.csv,1133.6630181848384
mic,0.013225552090011089,0.13562606211289374,0.746980276915937,0.32356430067041186,0.13626909554945213,0.97232,5.008545754619151,7.179976892290182,6.199337251537778,1.237751945426557,0.68251,horizontal-misalignment,0.5mm,19.6608.csv,1133.6630181848384
ax,0.004544601119062936,0.9056736807446317,-0.4013180059929649,-0.8427568910525509,0.905683161283148,5.0296,3.7804611439933464,4.948356616501718,4.398272225695134,1.1634221482962226,1.6057,horizontal-misalignment,0.5mm,20.48.csv,1197.1757182226402
ay,0.8490523891120711,0.4361965239484782,0.5939612924752646,0.831736960189017,0.9545452108464066,3.434396873942698,3.602286336518157,4.36446788172574,4.049862193093696,1.1242477179113277,3.4385451706208543,horizontal-misalignment,0.5mm,20.48.csv,1197.1757182226402
az,0.000989137147717599,0.09158303145197054,0.018509108463989874,0.3228022896943945,0.09158817854693536,1.4755500000000001,8.296485551468866,12.44466007154239,10.495493361825368,1.2650529307517657,0.75986,horizontal-misalignment,0.5mm,20.48.csv,1197.1757182226402
bx,0.053542034430053766,0.8346879045885309,0.14804384878811758,-0.3197170398377427,0.8364016325964562,5.4302,3.401834584142651,4.950526518680286,4.216441439894186,1.2394610424471406,2.8453,horizontal-misalignment,0.5mm,20.48.csv,1197.1757182226402
by,0.6771726925677523,0.49236890646421483,0.8296004317248551,0.2070492233696326,0.8372508386721659,2.8458924931833463,3.400028707201965,4.902783905560778,4.203767986892753,1.2363919098648497,2.846676886614285,horizontal-misalignment,0.5mm,20.48.csv,1197.1757182226402
bz,0.015670420429209724,0.2452726807312063,0.22390975835726482,0.1183953166728351,0.24577224152105479,2.0953,4.43337291980818,6.651163339356539,5.607022215590562,1.2647305600073822,1.0896,horizontal-misalignment,0.5mm,20.48.csv,1197.1757182226402
mic,0.012397857200031403,0.13801743704611436,0.7414574556464761,0.3035911177121293,0.1385728651543361,0.973,4.84200134891275,6.924546292958716,5.983270345011725,1.235701916182911,0.67097,horizontal-misalignment,0.5mm,20.48.csv,1197.1757182226402
ax,0.028757156092598338,0.9571773577018045,-0.43263680278493677,-0.7963332169642947,0.9576072698494654,5.2595,3.666116695784773,4.811417374647205,4.271499981434299,1.165129300533609,1.7488,horizontal-misalignment,0.5mm,21.504.csv,1264.2538542311213
ay,0.8966616384322432,0.4548254206295541,0.6156746896092744,0.8675006279043034,1.0054190183722347,3.533563831498607,3.5203941559463936,4.24258392337425,3.9473878270776908,1.121291438462949,3.5394712365549745,horizontal-misalignment,0.5mm,21.504.csv,1264.2538542311213
az,0.0011323000021998043,0.10178477589369778,-0.03387589983496348,0.23164680660773174,0.10179086358006847,1.1293199999999999,5.693831249836127,8.54442101429874,7.204722238408033,1.2653557722869624,0.54974,horizontal-misalignment,0.5mm,21.504.csv,1264.2538542311213
bx,0.03513494067896986,0.5623793657293303,0.0637447102442901,0.24873835483346474,0.5634746742430077,4.7233,4.271531818592409,6.393381884200577,5.398800022682929,1.263902565160333,2.3164,horizontal-misalignment,0.5mm,21.504.csv,1264.2538542311213
by,0.4484006877186128,0.34286083266239764,1.1669561163072066,1.582728239712826,0.5644610187572334,2.4102028982651524,4.270182885622599,6.3026904283351435,5.375441759828022,1.2588317418269719,2.4103517818982354,horizontal-misalignment,0.5mm,21.504.csv,1264.2538542311213
bz,0.015472709184092753,0.19252258936287853,0.18206457222342742,0.10799979402705029,0.19314294971842913,1.73715,4.9676159621603375,7.364081389457146,6.2413525590945325,1.256408024822488,0.95946,horizontal-misalignment,0.5mm,21.504.csv,1264.2538542311213
mic,0.014480910193520801,0.14176494401736445,0.7425109659730362,0.31001648676760585,0.1425023266075809,1.03193,5.050794728299619,7.239506331717266,6.2527002335922415,1.237963641356942,0.71975,horizontal-misalignment,0.5mm,21.504.csv,1264.2538542311213
ax,0.025698848354911933,0.9601241613442091,-0.43888736588538885,-0.7745113282741518,0.9604660272059371,5.2886999999999995,3.6792555904138236,4.836171688213974,4.292035499360241,1.1665499702013078,1.7549,horizontal-misalignment,0.5mm,22.528.csv,1275.7500478672932
ay,0.8990419541901802,0.4576941240276678,0.646749514086664,0.95411091423574,1.0088406576079318,3.5512720495296985,3.5224991694739454,4.248657939257174,3.952696936992736,1.1221285646415176,3.553640378555489,horizontal-misalignment,0.5mm,22.528.csv,1275.7500478672932
az,0.0009460776980918081,0.10690783372776858,-0.03149304062528829,0.21140029736469002,0.1069117967485505,1.07061,5.133484018520538,7.687249772300577,6.486683247311875,1.2636025015192949,0.54883,horizontal-misalignment,0.5mm,22.528.csv,1275.7500478672932
bx,0.02914525991681111,0.6717820683648956,-0.006126682098910804,-0.2871437968211814,0.6724126043093537,4.7501999999999995,3.679734710715893,5.334042296533086,4.549312898017311,1.2363154563205565,2.2759,horizontal-misalignment,0.5mm,22.528.csv,1275.7500478672932
by,0.546119372155332,0.39366767047214724,0.8327746569979019,0.27342893302504967,0.6732161293016993,2.4736734314677524,3.6754019651044545,5.270651791179716,4.530767467211741,1.232727062299151,2.47433988457548,horizontal-misalignment,0.5mm,22.528.csv,1275.7500478672932
bz,0.008410646431127933,0.24650186223711182,0.12797673667581236,-0.24069167816498815,0.2466447921833838,1.8967999999999998,3.936632885717227,5.718957872458852,4.8766110833511,1.2387772050180939,0.97095,horizontal-misalignment,0.5mm,22.528.csv,1275.7500478672932
mic,0.014661648827578436,0.1440972122552568,0.7263942983492863,0.2529388368378642,0.14484089161349692,1.00542,4.805065698277891,6.874233554793233,5.937803520638371,1.235738259055739,0.69597,horizontal-misalignment,0.5mm,22.528.csv,1275.7500478672932
ax,0.007329817790998719,0.9076112216624691,-0.4104456807246024,-0.8046405938493075,0.9076389133353264,5.0451,3.705658660711691,4.865590670122582,4.32011788825275,1.1658164671386786,1.6817,horizontal-misalignment,0.5mm,23.552.csv,1329.1404757027974
ay,0.8529567122387915,0.43525398521678793,0.6411678576417008,0.9840200716487817,0.9575909299521563,3.374678309156483,3.5276026549168793,4.259875478761591,3.9603420177762247,1.1226723656804658,3.3780003068235502,horizontal-misalignment,0.5mm,23.552.csv,1329.1404757027974
az,0.0010028716661422182,0.11382170913647509,-0.031010251352792163,0.22732799666340986,0.11382588819499302,1.17357,5.281223889684903,7.913612288709387,6.677075813538264,1.2643046295726428,0.57243,horizontal-misalignment,0.5mm,23.552.csv,1329.1404757027974
bx,0.007636222813604585,0.8180601739215344,0.4076680426118404,0.07568002826600484,0.8180940960711214,5.4939,3.8895281304210405,5.87799976699759,4.934547091004559,1.2686749974656681,3.182,horizontal-misalignment,0.5mm,23.552.csv,1329.1404757027974
by,0.6471648526234972,0.5017873208791004,1.0354517219349588,0.7887534106161196,0.8189089110587479,3.181578123554969,3.8864682399530146,5.8163176202826605,4.917855877590308,1.2653791499013416,3.1826634742443316,horizontal-misalignment,0.5mm,23.552.csv,1329.1404757027974
bz,0.004107026595960943,0.25825025794584533,0.23944114475524922,0.06163687438178167,0.25828237136015275,2.22599,4.747130024953612,6.998355001600662,5.944399622505866,1.2522091434737885,1.2261,horizontal-misalignment,0.5mm,23.552.csv,1329.1404757027974
mic,0.01361278116090865,0.14421420321368802,0.6855913490148395,0.18555148893620643,0.14485495121299874,1.02448,4.805910976258913,6.801715249615079,5.9007742402630905,1.227815968588011,0.69616,horizontal-misalignment,0.5mm,23.552.csv,1329.1404757027974
ax,0.005147997907728874,0.8674307084626834,-0.42401322438959793,-0.7818677749675689,0.8674441977779093,4.904,3.8462416470669787,5.0596022156276685,4.489282848037625,1.1671868956702212,1.5676,horizontal-misalignment,0.5mm,24.3712.csv,1406.9129086265414
ay,0.8203677626360718,0.41697536644340866,0.667679150215277,1.1162218373573962,0.9202559458944573,3.3621908505102027,3.65493706311701,4.406487911267142,4.099963110929245,1.1217602492538428,3.363477564203454,horizontal-misalignment,0.5mm,24.3712.csv,1406.9129086265414
az,0.000986784460467473,0.11647126976568051,4.3003573610444145e-05,0.24000757950000517,0.11647520998922044,1.34478,6.550578445581788,9.823986688028517,8.285631201471295,1.2648701592238407,0.76298,horizontal-misalignment,0.5mm,24.3712.csv,1406.9129086265414
bx,0.054285997901244894,0.9958697219203094,-0.09058610956172564,-0.4652376761898447,0.9973461721657888,6.1183,3.2216497036556393,4.58773949707847,3.9376044827282137,1.2222323483090582,3.2131,horizontal-misalignment,0.5mm,24.3712.csv,1406.9129086265414
by,0.817862241096907,0.5719719553566952,0.6926108298176628,-0.09685415975917921,0.9980226527724801,3.212403853116912,3.219466014132857,4.554714893050933,3.9286567474081524,1.2202820996283483,3.2131000119357167,horizontal-misalignment,0.5mm,24.3712.csv,1406.9129086265414
bz,0.018629192969309333,0.3370886748584198,-0.009821182041577631,-0.29320896569882704,0.33760235997790294,2.3997,3.95613348226422,5.717921904075118,4.883521127522187,1.234417683178676,1.3356,horizontal-misalignment,0.5mm,24.3712.csv,1406.9129086265414
mic,0.012717135483535463,0.14735000014070557,0.6981403540681604,0.19042986911593873,0.1478974598673148,1.0353400000000001,4.8165127422680545,6.846626346139509,5.926362308552119,1.2304259587116644,0.71235,horizontal-misalignment,0.5mm,24.3712.csv,1406.9129086265414
ax,0.011069277505851495,0.8555519900916172,-0.43149152374218747,-0.7645797133266101,0.855621812867955,4.9246,3.83872868901121,5.05607292296887,4.483424054985872,1.1679450198760268,1.6401,horizontal-misalignment,0.5mm,24.7808.csv,1438.694914349424
ay,0.8125316045660588,0.4106274407063756,0.6698883596690769,1.139564900028594,0.9103965075111091,3.3126054252928023,3.640465538590729,4.380342888639092,4.0789393217726815,1.120444426278429,3.3142671120475486,horizontal-misalignment,0.5mm,24.7808.csv,1438.694914349424
az,0.0009452698090720445,0.11775703239928283,-0.0027992125913355818,0.27803790397892447,0.11776058098572575,1.22405,5.391532503367659,8.090917794535073,6.825391097959942,1.2659463879141348,0.63491,horizontal-misalignment,0.5mm,24.7808.csv,1438.694914349424
bx,-0.021456978286520278,0.6784173242004733,-0.29785053250565763,-0.20039745068275971,0.6787551472394172,4.5172,3.8751823992757357,5.633534247496476,4.806856460450046,1.2404206989968882,1.8869,horizontal-misalignment,0.5mm,24.7808.csv,1438.694914349424
by,0.5494038897762524,0.40000145064280906,0.9286097637247084,0.6050498498555736,0.6795918833523154,2.631003337527337,3.8720539736756985,5.5707729187884265,4.789584677829169,1.2369622712884007,2.6314164524120844,horizontal-misalignment,0.5mm,24.7808.csv,1438.694914349424
bz,-0.02878306430232601,0.23826052932076955,-0.24998579655353906,0.18288391988197317,0.23999230837533767,2.2148399999999997,5.302669942278768,7.987382393416978,6.727127619455621,1.2686302735570052,0.94224,horizontal-misalignment,0.5mm,24.7808.csv,1438.694914349424
mic,0.012934541706296931,0.14926617622251176,0.7011393093692548,0.19604021790567883,0.1498252345047708,1.03409,4.749133230806608,6.766133772517752,5.850988188082929,1.2320118016754769,0.71154,horizontal-misalignment,0.5mm,24.7808.csv,1438.694914349424
ax,0.021424584897879035,0.8689923547158118,-0.45023920931056277,-0.7156953546426803,0.8692546194913452,5.0015,3.8221252156751753,5.0473961940906955,4.472925660778161,1.1702718797474099,1.6791,horizontal-misalignment,0.5mm,25.8048.csv,1475.781062379679
ay,0.8274134888236259,0.41726141062331906,0.7040453368982947,1.218617514567101,0.9266711629235966,3.337404492897376,3.6025192091516014,4.328925104204521,4.0346824291508785,1.119961392267233,3.33835066499911,horizontal-misalignment,0.5mm,25.8048.csv,1475.781062379679
az,0.0008625468933314255,0.1241967765629321,0.010696564121427653,0.2875733464163277,0.12419951418212269,1.69479,7.425552395057186,11.148214799863313,9.400770767123891,1.2660028866514375,0.77254,horizontal-misalignment,0.5mm,25.8048.csv,1475.781062379679
bx,0.05268588672080784,0.678031341177663,-0.05625897433559767,0.18190785482731453,0.6800738163005768,5.2549,3.916339573971834,5.951633111135886,4.985682494008372,1.2730465272070477,2.5915,horizontal-misalignment,0.5mm,25.8048.csv,1475.781062379679
by,0.5365334916968975,0.41919754174014967,1.076727285927133,0.928158602783177,0.6808774029943379,2.6634316336276442,3.9120207141730927,5.875468503686185,4.964473878232703,1.2690305703767404,2.6636065043262303,horizontal-misalignment,0.5mm,25.8048.csv,1475.781062379679
bz,0.029223489387150085,0.2541153395876225,0.1677510273471009,0.32406481554262534,0.2557896603269533,2.25564,5.09911150565206,7.749881563073868,6.504443283938823,1.2756032647509348,1.3043,horizontal-misalignment,0.5mm,25.8048.csv,1475.781062379679
mic,0.013842486224614713,0.1528754741295921,0.6940771097285197,0.1840901946405058,0.15350058008733278,1.0448,4.6478000252122476,6.613092822413706,5.72271757107631,1.2312744825580086,0.71344,horizontal-misalignment,0.5mm,25.8048.csv,1475.781062379679
ax,0.01872494454313055,0.8679570601833044,-0.4726828335676363,-0.6419395124494183,0.8681572410104026,5.3231,4.052261311448125,5.382901763355506,4.761452041022807,1.175011104928286,1.8051,horizontal-misalignment,0.5mm,26.8288.csv,1564.5374032749908
ay,0.8266717094919215,0.4237190306214798,0.7683889332758395,1.3987906855556425,0.9289365944736249,3.577453040358381,3.8539464306680857,4.6549886857525165,4.330705685802327,1.1237067675202725,3.5800718725885936,horizontal-misalignment,0.5mm,26.8288.csv,1564.5374032749908
az,0.0007512516329944808,0.1315313771287894,-0.01329897017324947,0.37646085300238097,0.1315332530649607,1.4863,6.139892241554676,9.273082288421925,7.803600505955774,1.270967013580654,0.8076,horizontal-misalignment,0.5mm,26.8288.csv,1564.5374032749908
bx,0.0363803838922908,0.7025887467561571,-0.1444998051069457,0.006865593386472302,0.7035285756896834,5.1321,3.8575547515458184,5.684849668287844,4.828831958895688,1.2517857217608264,2.4182,horizontal-misalignment,0.5mm,26.8288.csv,1564.5374032749908
by,0.5642067919945843,0.4216235477829654,1.007882595050927,0.7835629180499368,0.7043401108861773,2.7141176109897915,3.8539933102409796,5.622841192754089,4.811218358242971,1.2483722650629454,2.7145220754897172,horizontal-misalignment,0.5mm,26.8288.csv,1564.5374032749908
